ஆ|	A:a|
ல|ோ|ன|ா|	L|o|n|a|
ல|ோ:ன:்|த|ே|	L|o:n|d:h|e|
ல|ண:்|ட:ன|்|	L|o:n:d|o|n|
ச:ி:ட|்:ட:ி|	C:i|t:y|
ல|ண:்|ட:ன|்|	L|o:n:d|o|n|
க|ா|ட|்:வ|ி|க|்|	G|a|t|w|i|c|k|
ல|ண:்|ட:ன|்|	L|o:n:d|o|n|
ல|ூ|ட|ன|்|	L|u|t|o|n|
ல|ண:்|ட:ன|்|	L|o:n:d|o|n|
ம|ெ|ட|்:ர|ோ|ப|ா|ல|ி|ட:்:ட|ன|்|	M|e|t|r|o|p|o|l|i|t|a|n|
ய:ூ:ன|ி|வ:ர|்:ச|ி:ட|்:ட:ி|	U:n|i|v:e:r|s|i|t:y|
ல|ோ|ர|ி:ல|ி|	L|o|r|e:l:e|i|
ல|ோ|ர|ி|ன|ா|	L|o|r|e|n|a|
ல|ோ|ர|ி|	L|o|r|i|
ல|ோ|ர|ி|ம|ர:்|	L|o|r|i|m:e|r|
ல|ோ|ர|்:ன|ா|	L|o|r|n|a|
ல|ோ|ர|்:ன|்|	L|o|r|n|e|
ல|ோ|ர|ெ:ட|்:ட|ா|	L|o|r|r:e:t|t|a|
ல|ோ|ர|ி:ய:ல|்|	L|o|r|é:a|l|
ல|ோ|ட|்:ட|ே|	L|o|t|t|e|
ல|ு:வ|ா:ன|ா|	L:o|u|a:n:n|a|
ல|ு:ய|ி|	L:o|u|i:e|
ல:ூ|ய:ி|ஸ:்|	L:o:u|i|s|
ஆ:ம|்:ஸ|்:ட|்:ர:ா|ங|்|	A:r:m|s|t|r:o|n|g|
ல:ூ|ய:ி|ஸ:்|	L:o:u|i|s|
ஃ:ப|ி:ஷ:ர|்|	F|i:s|h:e:r|
ல|ு:ய:ி|ஸ|்|	L:o|u:i|s|e|
ல:ூ|ர|்:த|்|ஸ:்|	L:o:u|r|d|e|s|
ல:வ|்|	L:o:v|e|
ல:வ|்|	L:o:v|e|
அ:ண:்|ட:்|	A:n|d|
ம|ர|்|ட|ர:்|	M|u:r|d|e|r|
ல:வ|்|	L:o:v|e|
இ:ன:்|	I:n|
ச|ி:ம:்|ல|ா|	S|i:m|l|a|
ல:வ|்|	L:o:v|e|
ம|ே:ர|ே|ஜ|்|	M:a|r:r:i|a|g|e|
ல|ோ|வ|ெ|ட|்:ட|ே|	L|o|v|e|t|t|e|
ல|ோ|வ:ி|	L|o|v:e:y|
ல|ோ|வ:ி|	L|o|v:i:e|
ல|ோ|ய:ர:்|	L|o:w|e:r|
ந|ி|ர|ர:்|	N|i|r:a|r|
ர|ி:ச|ர:்|வ|ா:ய:ர|்|	R|e:s:e|r|v|o:i|r|
ல|ு|	L|u|
ல:ு:வ|ா|	L:u|a:h|
ல|ு:வ:ன|்:ன|ா|	L|u:a|n|a|
ல:ு:வ|ா|ன:்:ட|ா|	L:u|a|n:d|a|
ல|ு|ப|ா|ப|	L|u|b|a|b:a:h|
ல|ு|ப|ா|ன|ா|	L|u|b|a|n|a|
ல|ு|க|ா|ஸ:்|	L|u|c|a|s|
ல|ூ|க:்:க|ா|ஸ:்|	L|u|c|a|s|
ல|ு|ச|ி:ய|ா|	L|u|c|i|a|
ல|ூ|ச|ி|ய:ா:ந|ொ|	L|u|c|i|a:n|o|
ப:வ|ா|ர|ோ|ட|்:ட|ி|	P:a:v|a|r|o|t|t|i|
ல|ு|ச:ி|	L|u|c:i:e|
ல|ு|ச|ி|ல:ி|	L|u|c|i|l:l:e|
ல|ு|க:்:க|ெ|ட|்|	L|u|c:k|e|t|t|
ல:க|்:க:ி|	L:u:c|k:y|
ந:ம|்:ப|ர:்:ஸ|்|	N:u:m|b|e|r|
ல|ு|ச|ி|	L|u|c|y|
ல|ூ:த|ி:ய|ா|ன|ா|	L|u:d:h|i|a|n|a|
ல|ு|த:்:வ|ி|க:்|	L|u|d:w|i|g|
ல|ு|ட:்:வ|ி|க:்|	L|u|d:w|i|g|
ப|ீ|த:்:த|ோ|வ|ன|்|	B|e:e|t:h|o|v|e|n|
ல|்:ய:ூ|க|்|	L|u|g|e|
ல|ு|க|ா|ஸ:்|	L|u|k|a|s|
ல|ு|க|்|	L|u|k|e|
ல|ு|க:்:த|ு|க|ே|	L|u|k:t|u|k|e|
ல:ம|்:ப:்|ஸ:்|	L:u:m|p|s|
ஃ:ப:்|ப:ோ:ர|்:ட:்|	F|o:r|t|
ல|ு|ங|்|ல:ே|	L|u|n|g|l:e:i|
ல|ு|க:்|ம|ன:்|	L|u|q|m:a|n|
ல|ு|த:்|	L|u|t|
ல|ு|த|ா|வ:ூ|	L|u|t|a|a:o:o|
ல|ு|ட|ே|ர|ா|	L|u|t|e|r|a|
ல|ு|ட|ே|ர|ா|	L|u|t|e|r|a|
அ:வ:ு|ர:்|	A:u|r|
ஜ|ா|த|ு|க|ர:்|	J|a|d|u|g:a|r|
ல|ு|ட|ெ|ஷ|ி|ய:ம:்|	L|u|t|e|t|i|u:m|
ல|ு|த|்:ஃ:ப|ி|	L|u|t|f|i|
ல:ூ:ட|்:ட:ன|்|	L:u|t:o|n|
ல|க|்|ச|ம|்:ப|ர:்|க:்|	L|u|x|e|m|b:o:u|r|g|
ல|க:்:ச|ர:்|	L:u|x:o|r|
ல|ு|ஸ|ெ:ர:்|ன|ெ|	L|u|z|e:r|n|e|
ல|ை|க|்|ன|ா|ஸ|்:ட:ை|ட|ி|ஸ:்|	L|y|c|h|n|o|s|t:a|t|i|s|
ஓ:ப|ன:்|-:ஏ|ர:்|	O:p:e|n|-:a:i|r|
ம:ி:ய|ூ:ஸ:ி|ய:ம:்|	M:u|s:e|u:m|
ல:ி:ன|்|	L:y|n|
ல|ி|ன|ெ:ட|்|	L|y|n|e:t:t|e|
ல|ி|ச|ா|ண:்:ட|்:ர|ா|	L|y|s|a|n:d|r|a|
ம|ா|	M|a|
அ|ஸ:்|-:ச|ம|ா|	A|s|-:s:a|m|a|
ம|ா|	M|a|
ஃ:ப|ோ:ய:்|	F|o:i|
ம:ா|	M:a:a|
ம:ா|	M:a:a|
ப|ா|ஹ|ெ:ன:்|	B|a|h|e:n|
அ:வ:ு|ர:்|	A:u|r|
ப|ீ|வ|ி|	B|i|w|i|
ம:ா|	M:a:a|
க|ா|	K|a|
அ|ன|்:ச|ல:்|	A|n|c:h:a|l|
ம:ா|	M:a:a|
க|ா|	K|a|
ப:ி|ய|ா:ர:்|	P|y|a:r|
ம:ா|	M:a:a|
க|ா|ஸ|ம:்|	K|a|s:a|m|
ம:ா|	M:a:a|
க|ா|ஸ|ம:்|	K|a|s:a|m|
ப|ா|ட:்|ல|ா|	B|a|d|l|a|
ல|ூ|ங|்:க|ா|	L|o:o|n|g|a|
ம:ா|	M:a:a|
க|ி|	K|i|
ச:ெ|ள:க|ந|்:த|்|	S:a:u|g|a:n|d|h|
ம|ா:த|ு|ர|ீ|	M:a|a:d:h|u|r|e:e|
ம:ா|க|ல:்|க|ர:்|	M:a:a|k:h:a|l|k:a|r|
ம:ா|ன:்|	M:a:a|n|
ம:ா|ன:க|ல|ா|ல:்|	M:a:a|n:a:k|a:l:a|a|l|
ம:ா|ன:ஸ|ீ|	M:a:a|n:a:s|e:e|
ம:ா|ர:்|	M:a:a|r|
த|ா|த:்|	D:h:a|a|d|
ம:ா|ட:்:ட|ி|	M:a:a|t|i|
ப|ா|ல|ி|த|ன:்|	B|a|l|i|d:a|n|
க|ி|	K|i|
ம:ா|ட:்:ட|ி|	M:a:a|t|i|
ம|ா|ங|்:க|ெ|	M|a|a:n|g|e|
க|ூ|ன:்|	K:h|o:o|n|
ம:ா|ட:்:ட|ி|	M:a:a|t|i|
ம|ா|ன|ா|ஸ:்|	M|a|n|a|s|
ம:ா|ய|ா|ர|ா:ம:்|	M:a:a|y|a|a:r:a|a:m|
ம|ா:ப:்|	M|a:b|
ம|ா|ப|ெ|ல:்|	M|a|b|e|l|
ம|ே:க:்|	M|a:c|
ம:க|ா|ர|ி:ய|ா|	M:a:c|a|r|i|a|
ம|ா|க|்|ச:ீ:ட|ோ|ன|ி|ய:ன:்|	M|a|c|e|d|o|n|i|a:n|
ம:ி:ய|ூ:ஸ:ி|ய:ம:்|	M:u|s:e|u:m|
ஆ:ஃ|ப:்|	O|f|
க|ா:ன:்|ட|ெ|ம:்:ப|ோ|ர:ர|ி|	C|o:n|t|e|m:p|o|r:a:r|y|
ஆ|ர|்:ட:்|	A|r|t|
ஆ:ஃ|ப:்|	O|f|
த|ெ|ஸ|்:ஸ|ா|ல|ோ|ன|ி|க|ி|	T:h|e|s|s|a|l|o|n|i|k|i|
ம|ா:ச|்:ஹ|ா|ல:்|	M|a:c:h|h|a|l|
ம|ெ:க|்:க:ன|்|ஸ|ி|	M:a|c|k:e|n|z|i:e|
ம|ெ:க|்:க|ி|ன|்:ஸ|ி|	M:a|c|k|e|n|z|i:e|
ம|ெ:க|்:க:ெ|ன|்:ஸ|ி|	M:a|c|k:e|n|z|i:e|
ம|ா|க:்:க|ி|ன|ா|க:்|	M|a|c:k|i|n|a|c|
ம|ே|க|ா:ன:்|	M|a|c|o:n|
ம|ா|ட:்|	M|a|d|
ப|ர|ே|	B:h:a|r|e|
ந|ய:்|ன:்|	N:a|i|n|
ம|ே:ட|ம:்|	M:a:d|a|m|
ஸ|ா|ப|ா|ட|்:ட|ா|	Z|a|p|a|t|t|a|
ம|த:ன|்|	M|a:d:a|n|
ம:ட|ன|்|	M:a:d|a|n|
ம:ஞ|்:ஜ|ா|ர|ி|	M:a:n|j|a|r|i|
ம:த|ன|ப:ா|ல:்|	M:a:d|a:n:a|p:a:a|l|
ம:த|ன|்:க|ோ|ப|ா|ல:்|	M:a:d|a:n|g|o|p|a|l|
ம|ே:ட|்|ட|ா|க|்|	M|a|d|d|o|c|k|
ம|ா|த|ே|ய:்:ர|ா|	M|a|d|e|i:r|a|
ம|ே|ட:ல|ீ:ன|்|	M|a|d:e:l|e:i:n|e|
ம|ே|ட:ல|ி:ய|ா|	M|a|d:e:l|i|a|
ம|ா|த|ே|ஷ|்|	M|a|d|e|s|h|
ம|ா|ட|்:க|ி|	M|a|d|g|e|
ம|ா|த|வ:்|த|ா|ஸ:்|	M|a|d|h:a:v|d|a|s|
ம|ா|த|வ|ி|	M|a|d:h:a|v|i|
ம|ா:த|ோ|ஷ|்|	M|a:d:h|o|s|h|
ம|ா:த|ு|	M|a:d:h|u|
ப:ன|்:ச:ா|ர|ி|	B:a:n|s:a|r|i|
ம|த|ு|ச|ந:்:த|ா|	M|a:d:h|u|c:h:a|n:d|a|
ம|த|ு|க:்|	M|a:d:h|u|k|
ம|த|ு|க:்:க|ர:்|	M|a:d:h|u|k:a|r|
ம|த|ு:ம|ா|ன:்|	M|a:d:h|u:m:a|a|n|
ம|த|ு|ம:ல|ா|த|ி|	M|a:d:h|u|m:a:l|a|t|i|
ம:த|ு:ம|த:ி|	M:a:d|h:u:m|a:t:i|
ம:த|ு:ம|ி|த|ா|	M:a:d|h:u:m|i|t|a|
ம|த|ு|ன|ி:ஷ|ா|	M|a:d:h|u|n|i:s:h|a|
ம|த|ு:ப:்|	M|a:d:h|u:p|
ம:த|ு:ச|ு|த|ன:்|	M:a:d|h:u:s|u|d:a|n|
ம:த|ு:ச|ு|த:ன|்|	M:a:d|h:u:s|u|d:h:a|n|
ம:த|ி|ஹ:ா|	M:a:d|i|h:a:h|
ம:த|ி|ன|ெ|	M:a:d|i|n|e|
க|ி|	K|i|
க|ா|ல|ி|ய|ா|ன:்|	G|a|l|i|y|a|n|
ம|ா|ட|ி|ச|ன|்|	M|a|d|i|s|o|n|
ம|ே|ட|ி|ச|ன|்|	M|a|d|i|s|o|n|
ம|ா|ட:்|ல|ி:ய|ே|ன|ா|	M|a|d|l|i|e|n|a|
ட:வ|ர|்|	T:o:w|e|r|
ஃ:ப:்|ப:ோ:ர|்:ட:்|	F|o:r|t|
ம:த|்:ர|ா|	M:a:d|r|a|
ம|ெ:ட|்|ர|ா|ஸ:்|	M|a|d|r|a|s|
ம:ட|்:ர|ி|ட:்|	M:a:d|r|i|d|
ம:த|்:ர|ி|ட:்|	M:a:d|r|i|d|
ம|ா|ட:்|ர|ி|ட:்|	M|a|d|r|i|d|
ம|ா|ட:்|ர|ி|ட:்|	M|a|d|r|i|d|
ம|ா|ட:்|ர|ி|ட:்|	M|a|d|r|i|d|
ப|ா|ர|ா|ஜ|ா|ஸ:்|	B|a|r|a|j|a|s|
ம:த|ு|ர|ா|	M:a:d|u|r|a|
க:ர|்:ம|ெ|ண|்:ட:்|ஸ:்|	G:a:r|m|e|n|t|s|
ம:த|ு|ர|ை|	M:a:d|u|r|a:i|
ம|ா:ய:ீ|	M|a:e|
ம|ே|க|ன:்|	M:a|e|g:a|n|
ம:ா:ஃ|ப:்:ப|ி|ஸ|ு:ர:்|	M:a|f|i|z|u:r|
ர:ஹ|்:ம|ா|ன:்|	R:a:h|m|a|n|
ம|க|ன:்|	M:a|g:a|n|
ம|க|ர:்|	M:a|g:a|r|
ம|ே|க:்|ட|ா|	M|a|g|d|a|
ம|ெ:ஜ|ந:்|த|ா|	M|a:g:e|n|t|a|
ம|ே|ஜ|ி:க:்|	M|a|g|i:c|
ஜ:ா|ன|்:ச:ன|்|	J:o:h|n|s:o|n|
ம|ா|க:்:ன|ா|ன|ி|ம|்|	M|a|g:n|a|n|i|m|e|
ம:க|்|ன|ர:்|	M:a:g|n|a|r|
ம|ே|க:்:ன|ா:ர:்|	M|a|g:n|a:r|
ம|ா|க:்:ன|ி:ஃ|ப:்|ப:ீ:ச|ெ|ண|்:ட:்|	M|a|g:n|i|f|i:c|e|n|t|
ம|ா|க|ோ|ஃ|ப:்:ப|ி:ன:்|	M|a|g|o|f|f|i:n|
ம:க|்:ர|ூ|ர:்|	M:a:g|r|o:o|r|
ம:ஹ:ி|ந:்:த|்:ர:ா|	M|a|h|
ச:ீ|ம:்|ல|ெ|ஸ|்|	S:e:a|m|l|e|s|s|
ம:ஹ|ா|	M:a:h|a|
ச|ோ:ர:்|	C:h|o:r|
ம:ஹ|ா|	M:a:h|a|
ச:ங|்:க:ி|ர|ம:்|	S:a:n|g|r:a|m|
ம:ஹ|ா|	M:a:h|a|
ச:த|ி|	S:a:t|i|
ம|ே:ய:்|ன|ா|	M|a:i|n|a|
ச|ு|ந:்:த|ர|ி|	S|u|n:d|a:r|i|
ம:ஹ|ா|	M:a:h|a|
ஷ|க:்:த|ி:ம|ா|ன:்|	S:h:a|k:t|i:m:a|a|n|
ம:ஹ|ா|ப:ா|ல:ி|	M:a:h|a|a:b:a|l:e:e|
ம|ஹ|ா|ப|ூ:த|ி|	M|a:h:a|a|b|o:d:h|i|
ம:ஹ|ா|ச|ா|ர:ி|	M:a:h|a|a:c:h|a|a:r:y|
ம:ஹ|ா:க|்:ஷ:்|	M:a:h|a:a:k|s:h|
ம|ஹ|ா|ம:ந|்:த:்|ர:ி|	M|a:h:a|a|m:a:n|t|r:e:e|
ம|ஹ|ா|ன:்|	M|a:h:a|a|n|
ம:ஹ|ா|ர|ா:ஜ|ா|	M:a:h|a|a:r:a|a:j:a|a|
ம|ஹ|ா|ர|ா:ஜ|ா|ச|ி|ங|்|	M|a:h:a|a|r|a:a:j|a|s|i|n|h|
ம:ஹ|ா|த:ி|க:்|த:்|	M:a:h|a|a:t:i|k|t|
ம:ஹ|ா|வ|த:்|	M:a:h|a|a:v:a|t|
ம:ஹ|ா|ப|ல:்|	M:a:h|a|b:a|l|
ம:ஹ|ா|ப|ா|ல|ா|	M:a:h|a|b|a|l|a|
ம:ஹ|ா|த|ே:வ:்|	M:a:h|a|d|e:v|
வ:ர|்:ம|ா|	V:e:r|m|a|
ம:க|ா:க|ண:ப|த:ி|	M:a:h|a:g:a|n:a:p|a:t:i|
ம:ஹ|ா:ஜ|ன:்|	M:a:h|a:j:a|n|
ம|ஹ|க:்|	M|a:h:a|k|
ம:ஹ|ா|க|ல:ே|ஷ|்|வ|ர:்|	M:a:h|a|k|a:l:e|s|h|w:a|r|
ஜ|ோ:த|ி|ர:்:ல|ி:ங|்:க|	J|y:o:t|i|r:l|i:n:g|a|
ம:ஹ|ா|க|ு:த|ா|	M:a:h|a|k|u:t:t|a|
ம:க|ா|ல|க:்:ஷ|்:ம|ி|	M:a:h|a|l|a:x|m|i|
ம:க|ா:ல:க|்:‌:ஷ|்:ம|ி|	M:a:h|a:l|a:x|m|i|
ம:ஹ|ா|ல|க:்:ஷ|்:ம|ி|	M:a:h|a|l|a:x|m|i|
ம:ஹ|ா:ல:க|்:‌:ஷ|்:ம|ி|	M:a:h|a:l|a:x|m|i|
ம:ஹ|ா|ல|ி:ய|ா|	M:a:h|a|l|i|a|
ம:ஹ|ா|ம|ா|ய|ா|	M:a:h|a|m|a|y|a|
ம:ஹ|ா:ந|த|ி|	M:a:h|a:n:a|d|i|
ம:ஹ|ா:ந|க|ர:்|	M:a:h|a:n:a|g:a|r|
க|ே:ஸ:்|	G|a:s|
ம:ஹ|ா|ர|ா|ஜ|ா|	M:a:h|a|r|a|j|a|
வ|ி|க:்|ர|ம:்|	V|i|k|r:a|m|
ம:ஹ|ா|ர|ா|ன|ி|	M:a:h|a|r|a|n|i|
ஜ|ா|ன|்:ஸ|ி|	J:h|a|n|s|i|
ம:ஹ|ா|ர|ா:ஷ|்:ட|்:ர|ா|	M:a:h|a|r|a:s:h|t|r|a|
ம:ஹ|ா|ர|த|ி|	M:a:h|a|r|a:t:h|i|
க:ர|்:ன|ா|	K:a:r|n|a|
ம|ஹ|ர:்|ஷ:ி|	M|a:h:a|r|s:h:i|
ம:ஹ|ா:ர:்|ஷ:ி|	M:a:h|a:r|s:h:i|
ம:ஹ|ா|ஸ:த|ி|	M:a:h|a|s:a:t|i|
த|ு|ல|்:ச|ி|	T|u|l|s|i|
ம:ஹ|ா|ஸ|்:வ|ே|த|ா|	M:a:h|a|s|w|e|t|a|
ம:ஹ|ா|த|்:ம|ா|	M:a:h|a|t|m|a|
க|ா:ந:்|த:ி|	G|a:n|d:h:i|
ம:ஹ|ா|வ|ீ|ர:்|	M:a:h|a|v|e:e|r|
ஸ:்:க|ூ|ல:்|	S:c|h:o:o|l|
ம:ஹ|ா|வ|ீ|ர|ா|	M:a:h|a|v|i|r|a|
ம:ஹ|ே|ந:்:த|ி:ர|ா|க:ர|்:ஹ:்|	M:a:h|e|n:d|r|a|g:a:r|h|
ம:ஹ|ே|ஸ:்|	M:a:h|e|s|
க|ூ|ண:த|ி|ல|க|ே|	G|o:o|n:a:t|i|l|l:e:k|e|
ம:ஹ|ே|ஷ:ி|ந:்:த|ர|்|	M:a:h|e|s:h:i|n:d|e|r|
ம|ா|ஹ|ி:ய|ா|	M|a|h|i|a|
ம:ஹ|ி|ஜ|ு|ப|ா|	M:a:h|i|j|u|b|a|
ம:ஹ|ி|ந:்:த|்:ர|ா|	M:a:h|i|n:d|r|a|
அ:ண:்|ட:்|	A:n|d|
ம:ஹ|ி|ந:்:த|்:ர|ா|	M:a:h|i|n:d|r|a|
ம:ஹ|ி|ந:்:த|்:ர|ா|	M:a:h|i|n:d|r|a|
க|ெ|ஸ|்:க:ோ|	G|e|s|c:o|
ட|ெ|வ|ல:ப|்:ப|ர|்:ஸ:்|	D|e|v|e:l:o|p|e:r|s|
ம:ஹ|ி|ந:்:த|்:ர|ா|	M:a:h|i|n:d|r|a|
ய:ு:ன|ை|ட|ெ|ட:்|	U:n|i|t|e|d|
வ|ோ|ர|்:ல:்|ட:்|	W|o|r|l|d|
க|ா|ல|ே:ஜ|்|	C|o|l|l:e:g|e|
ஆ:ஃ|ப:்|	O|f|
இ|ண:்:ட|ி:ய|ா|	I|n:d|i|a|
ம:ஹ|ி|ர|ா|	M:a:h|i|r|a|
ம:ஹ|்:ம|ூ|த:்|	M:a:h|m|o:o|d|
ஹ:ம|ீ|த:்|	H:a:m|i|d|
ம|ா|ஹ:்:ம|ு|த:்|	M|a|h:m|u|d|
ஷ|ா|ப|ி|ஸ|்:த:ா|ர|ி|	S:h|a|b|i|s|t:a|r|i|
ம:ஹ|ூ|ப|ா|	M:a:h|o|b|a|
ம:ஹ|ோ|ப|ா|	M:a:h|o|b|a|
ம:ஹ|ோ|க:ன|ி|	M:a:h|o|g:a:n|y|
ம:ஹ|ோ:ம|ெ:த:்|	M:a:h|o:m:m|e:d|
க:ா|ய:ெ|ஸ:்|	G:h:a|u|s|
ம:ஹ|ோ|த:்|ஸ|ா|	M:a:h|o|t|s|a:a:h|
ம:ஹ|்:ர|ா|ஜ:்|க:ன|்:ஞ:்|	M:a:h|r|a|j|g:a:n|j|
ம:ஹ|ு:ம:்|	M:a:h|u:m|
ம:ே|ட|ா|	M:a:i|d|a|
ம|ை|க:்|	M|a:i|k|
ம|ய|ி|ல|ி|	M|a|i|l|i|
ம:ே|ன:்|	M:a:i|n|
அ:வ:ு|ர:்|	A:u|r|
ம|ே|ர|ா|	M|e|r|a|
ப:ா|ய:்|	B:h:a|i|
ம:ே|ன:்|	M:a:i|n|
அ|வ|ா|ர|ா|	A|w|a|r|a|
ஹ|ூ|ன:்|	H|o:o|n|
ம:ே|ன:்|	M:a:i|n|
ச|ு:ப:்|	C:h|u:p|
ர:ஹ|ூ|ங|்:க|ி|	R:a:h|u|n|g|i|
ம:ே|ன:்|	M:a:i|n|
ஷ|ா|த|ி|	S:h|a|d|i|
க|ா|ர|்:ன|ே|	K|a|r|n|e|
ச|ா|ல|ா|	C:h|a|l|a|
ம:ே|ன:்|	M:a:i|n|
ச|ு|ஹ|ா|க|ா|ன:்|	S|u|h|a|g|a|n|
ஹ|ூ|ன:்|	H|o:o|n|
ம|ை|ன|ா|	M|a:i|n|a|
ம|ே:ய:்|ன|்|	M|a:i|n|e|
ம:ே|ன|ெ|	M:a:i|n|e|
ஜ|ீ|ன|ா|	J|e:e|n|a|
ச|ீ:க|்|	S|e:e:k|h|
ல|ி|ய|ா|	L|i|y|a|
ம|ெ:ய:ி|ன|்:ப:ூ|ர|ி|	M|a:i|n|p:u|r|i|
ம:ே|ர|ி|	M:a:i|r|e|
ம:ே|ர|ி|ய|ட:்|	M:a:i|r|e|a|d|
ம|ை:த|்:ர|ி|	M|a:i:t|r|e:e|
ம|ை:த|்:ர|ே|ய|ி|	M|a:i:t|r|e|y|i|
ம|ை|ஸ|ே|ர|ெ|ட:்|	M|a:i|z|e|r|e|t|
ம|ா:ஜ|ா|ல:்|	M|a:j:a|a|l|
ம:ஜ|ா|ர|ூ|ஹ:்|	M:a:j|a|r|o:o|h|
ம:ஜ|்:ப|ூ|ர:்|	M:a:j|b|o:o|r|
ம|ா|ஜ:்|த:்|	M|a|j|d|
ம|ா|ஜ:்:த|ி|	M|a|j:d|i|
ம|ே:ஜ|ர:்|	M|a:j:o|r|
ல:ீ|க:்|	L:e:a|g:u:e|
ல:க|்:ர|ோ:ஸ|்|	L:a:c|r|o:s:s|e|
அ:ஃ|ப|ன|்|ச|ி|வ|்|	O|f:f|e|n|s|i|v|e|
ப|்:ள|ே:ய|ர:்|	P|l|a:y:e|r|
ஆ:ஃ|ப:்|	O|f|
த:ி|	T:h:e|
இ:ய|ர:்|	Y:e:a|r|
அ|வ|ா:ர:்|ட:்|	A|w|a:r|d|
ம|ே:ஜ|ர:்|	M|a:j:o|r|
ல:ீ|க:்|	L:e:a|g:u:e|
ல:க|்:ர|ோ:ஸ|்|	L:a:c|r|o:s:s|e|
ர:ூ|க:்:க|ி|	R:o:o|k|i:e|
ஆ:ஃ|ப:்|	O|f|
த:ி|	T:h:e|
இ:ய|ர:்|	Y:e:a|r|
அ|வ|ா:ர:்|ட:்|	A|w|a:r|d|
ம:க|ை|ல|ா|	M:a:k|a:i|l|a|
ம|ா|க|ா|ன:்|	M|a|k|a|n|
ம:க|ா|ச:ூ|த:்|	M:a:k|a|s:o:o|d|
ம:க|ே:ல|ா|	M:a:k|a:y:l|a|
ம:க|ா:ய|ா|	M:a:k|h:a:y|a|
ந:ி:ட|ி|ன|ி|	N:t|i|n|i|
ம|ா:க|்:த|ூ|ம:்|	M|a:k:h|d|o:o|m|
ய|ா|ஹ:்|ய|ா|	Y|a|h|y|a|
ம:ன|ெ|ர|ி|	M:a:n|e|r|i|
ம|ா:க|ி|ஜ|ா|	M|a:k:h|i|j|a|
ம:க|்:க|ா|ர:்|	M:a:k|k|a:a|r|
ம:க|்:க|ி|	M:a:k|k|i|
ம|ா|ல|ா|	M|a|l|a|
ம:ல|ா|க|ா|	M:a:l|a|g|a|
ம|ா|ல|ை|	M|a|l|a:i|
ம|ல|ர:்|	M|a:l:a|r|
ம|ா|ல|க:்|	M|a|l:a|k|
ம|ா|ல|ா:ம|ா|ல:்|	M|a|l|a:m:a|a|l|
ம|ல|ம:்|க|ர:்|	M|a:l:a|m|k:a|r|
ம:ல|ங:்|	M:a:l|a:n:g|
ம|ா|ல|ா|ஸ|்|ர|ீ|	M|a|l|a|s|h|r|e:e|
ம|ல:ை|ய|ா:ள:ம|்|	M|a:l:a|y:a:l|a|m|
ம:ல|ே:ஷ|ி:ய|ா|	M:a:l|a:y:s|i|a|
ம|ா|ல|்:க|ம:்|	M|a|l|c:o:l|m|
ம|ா|ல:்:ட|ீ|வ|்|ஸ:்|	M|a|l:d|i|v|e|s|
ம:ல|்:ஹ|ா|ன:்|	M:a:l|h|a|n|
ம:ல|ி:ஹ:்|	M:a:l|i:h|
ம|ா|ல|ி:ஹ:்|	M|a|l|i:h|
ம:ல|ி|க:்|	M:a:l|i|k|
ம|ா|ல|ி|க:்|	M|a|l|i|k|
ம:ல|ி|க|ா|	M:a:l|i|k|a|
ச:ல|ோ|ம|ி|	S:a:l|o|m|i|
ம:ல|ி:ஞ:்|ச|்|	M:a:l|i:n|c:h|e|
ம:ல|ி|ங|்:க|ா|	M:a:l|i|n|g|a|
ப|ண:்:ட|ா|ர|ா|	B:a|n:d|a|r|a|
ம|ா|ல|ி|ன|ி|	M|a|l|i|n|i|
ம|ே|ல|ி|ஸ|்|	M|a|l|i|s|e|
ம:ல|்:க|ன|்:க|ி|ர|ி|	M:a:l|k|a:n|g|i|r|i|
ம|ா|ல|்|	M|a|l|l|
ர:ோ|ட:்|	R:o:a|d|
ம:ல|்:ல|ி|க|ா|	M:a:l|l|i|k|a|
ம|ா|ல|ோ|ன|்:ன:ெ|	M|a|l|o|n|n:e|
ம|ா|ல|்:ட|ா|	M|a|l|t|a|
ம|ா|ல:்|ட:்:ட|ா|	M|a|l|t|a|
ம|ா|ல|்:ட|ெ|ஸ:்|ஸ:ே|	M|a|l|t|e|s|e|
ம:ல|ு|க|ா|	M:a:l|u|k|a|
ம|ா|ல|்:வ|ா|	M|a|l|w|a|
ம|ா|ம|ா|ஜ|ி|	M|a|m|a|j|i|
ம|ா|ம:்:ப|ோ|	M|a|m:b|o|
ம|ம:்|த:ூ|	M:a|m|d:u:h|
ம:ம|்:த:ா|	M:a:m|t:a|
க|ி|	K|i|
ச|ா:வ:ு|ன:்|	C:h:h|a:o|n|
ம|ே|ன:்|	M|e:i|n|
ம|ன:்|	M:a|n|
க|ி|	K|i|
ஜ|ீ|த:்|	J|e:e|t|
ம:ன|ா|க:்|ஷ:ூ|	M:a:n|a:a|k|s:h:u|
ம|ா|ன|ே:ஜ|ர:்|	M|a|n|a:g:e|r|
ம:ன|ா|ஸ:்:வ|ி|	M:a:n|a|l|i|
ம:ன|ா|ம|ோ:ஹ|க:்|	M:a:n|a|m|o:h:a|k|
ம:ன|ா|ஸ|ா|	M:a:n|a|s|a|
ம|ா|ன|ா|ஸ|ா|	M|a|n|a|s|a|
ம:ன|ா|ஸ|ி:ஜ|ா|	M:a:n|a|s|i:j:a|a|
